garden_Plant_ID,,C002,,,C003,,,C004,,,C005,,,C006,,,C007,,,C008,,,C009,,,C010,,,C011,,,C012,,,C013,,,C014,,,C015,,,C016,,,C017,,,C018,,,C019,,,C020,,,C021,,,C022,,,C023,,,C024,,,C025,,,C026,,,C027,,,C028,,,C029,,,C030,,,C031,,,C032,,,C033,,,C034,,,C035,,,C036,,,C037,,,C038,,,C039,,,C040,,,C041,,,C042,,,C043,,,C044,,,C045,,,C046,,,C047,,,C048,,,C049,,,C050,,,C051,,,C052,,,C053,,,C054,,,C055,,,C056,,,C057,,,C058,,,C059,,,C060,,,C061,,,C062,,,C063,,,C064,,,C065,,,C066,,,C067,,,C068,,,C069,,,C070,,,C071,,,C072,,,C073,,,C074,,
80,,3.0472,370.71,1.59,3.6846,1788.617,7.66,,,,,,,,,,,,,,,,,,,12.1169,397.338,1.7,,,,13.1616,217.414,0.93,13.7504,889.58,3.81,,,,,,,14.8804,4581.674,19.62,,,,,,,,,,,,,,,,17.0008,4405.913,18.87,,,,,,,17.7251,276.014,1.18,17.9242,731.585,3.13,,,,18.5327,250.441,1.07,18.6134,240.396,1.03,,,,,,,19.324,84.95,0.36,,,,20.013,177.946,0.76,,,,,,,,,,20.8374,1234.357,5.29,21.0745,4384.302,18.77,,,,21.4256,196.656,0.84,,,,21.6506,255.861,1.1,,,,21.9017,395.04,1.69,,,,,,,,,,23.1245,753.956,3.23,23.2651,80.765,0.35,23.4253,105.06,0.45,,,,,,,,,,23.7146,108.162,0.46,,,,24.0344,104.524,0.45,,,,,,,,,,,,,,,,25.3854,93.711,0.4,,,,25.9614,395.278,1.69,,,,,,,26.6093,300.458,1.29,,,,,,,,,,,,,,,,,,
91,,3.2418,426.231,2.08,3.698,3412.401,16.68,,,,,,,,,,,,,11.5546,430.795,2.11,,,,12.1197,542.242,2.65,,,,,,,13.7451,494.09,2.42,,,,,,,14.8219,578.661,2.83,,,,,,,15.7775,829.738,4.06,,,,,,,16.9433,658.409,3.22,,,,,,,17.7569,1886.851,9.22,,,,,,,18.5439,601.059,2.94,18.6215,394.253,1.93,,,,18.8585,583.999,2.86,,,,19.9125,208.647,1.02,20.0064,163.166,0.8,,,,,,,20.5519,173.174,0.85,20.8077,250.28,1.22,21.0552,2933.905,14.34,21.3061,1471.56,7.19,21.4257,371.908,1.82,21.5913,178.543,0.87,,,,21.675,1558.621,7.62,21.9056,109.338,0.53,,,,,,,,,,23.1161,569.634,2.78,23.2658,74.502,0.36,23.4305,210.236,1.03,,,,23.6452,177.19,0.87,23.7301,172.046,0.84,,,,,,,23.999,142.703,0.7,,,,,,,,,,,,,,,,,,,,,,25.9626,375.18,1.83,,,,26.4759,185.11,0.9,26.6097,140.979,0.69,,,,,,,,,,,,,,,,,,
95,,3.1312,368.348,1.36,3.6855,1104.46,4.07,,,,,,,,,,,,,,,,,,,12.1173,279.927,1.03,,,,13.1725,1287.427,4.74,13.7688,2101.616,7.74,,,,,,,14.8921,5484.007,20.19,,,,,,,,,,,,,,,,16.9399,367.669,1.35,,,,,,,17.7212,721.962,2.66,17.941,1185.042,4.36,,,,18.3752,263.367,0.97,18.6156,139.047,0.51,,,,,,,19.3279,92.109,0.34,,,,,,,,,,,,,,,,20.8809,1936.906,7.13,21.1323,8338.67,30.7,,,,21.4348,187.186,0.69,21.5319,386.218,1.42,,,,21.6717,304.731,1.12,,,,,,,,,,,,,23.1232,319.462,1.18,23.2704,103.769,0.38,23.4384,586.41,2.16,,,,,,,23.7303,182.675,0.67,,,,,,,24.0361,76.27,0.28,,,,,,,,,,,,,25.3872,71.299,0.26,25.4796,88.958,0.33,,,,25.9655,477.642,1.76,,,,,,,26.6113,191.971,0.71,,,,,,,,,,,,,,,,,,
CT 10 mgmL,,,,,3.477,62666.783,65.85,,,,,,,,,,,,,,,,,,,,,,,,,13.2167,3451.099,3.63,13.7932,2422.165,2.55,,,,,,,14.9107,3606.107,3.79,,,,,,,15.9721,3241.342,3.41,16.3692,2156.155,2.27,16.7523,3910.733,4.11,17.0237,3977.785,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7182,2701.264,2.84,,,,,,,20.0396,220.832,0.23,,,,,,,,,,21.0532,2255.486,2.37,,,,,,,,,,,,,21.6946,1830.112,1.92,,,,22.2711,1939.348,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M79I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7016,249.362,0.63,13.1834,1037.045,2.61,13.8089,4888.059,12.3,,,,,,,14.8724,889.849,2.24,,,,,,,,,,16.3773,136.412,0.34,16.6703,182.674,0.46,17.018,5472.512,13.77,,,,,,,,,,17.9454,229.841,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3534,209.301,0.53,,,,,,,21.2508,23674.029,59.59,,,,,,,21.5469,212.726,0.54,,,,21.6871,961.025,2.42,21.9195,478.768,1.21,22.2308,105.389,0.27,22.6514,109.132,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0466,357.86,0.9,,,,,,,,,,,,,,,,,,,,,,25.9684,90.441,0.23,,,,26.4798,128.218,0.32,26.6156,67.682,0.17,,,,,,,,,,,,,,,,,,
w272,,,,,3.6881,1219.68,3.65,,,,,,,,,,,,,,,,,,,12.1247,184.714,0.55,,,,13.1692,528.123,1.58,13.7608,1297.291,3.89,,,,,,,14.8489,2140.315,6.41,,,,,,,,,,16.373,244.045,0.73,,,,17.0289,6612.257,19.81,,,,,,,17.7375,251.066,0.75,17.9419,1269.638,3.8,,,,18.5401,154.254,0.46,18.6197,136.459,0.41,,,,19.0193,106.723,0.32,,,,,,,,,,,,,,,,,,,20.9059,778.663,2.33,21.1854,14515.211,43.49,,,,21.4208,189.417,0.57,21.5448,532.442,1.6,,,,21.6778,626.776,1.88,21.9179,695.623,2.08,22.3505,102.756,0.31,,,,,,,23.1457,71.69,0.21,23.272,77.676,0.23,23.4353,267.451,0.8,,,,,,,23.7321,141.622,0.42,,,,,,,24.042,89.753,0.27,,,,,,,,,,,,,,,,25.482,80.851,0.24,,,,25.9615,118.379,0.35,,,,26.4793,164.584,0.49,26.6183,527.603,1.58,,,,,,,,,,,,,,,,,,
w288,,3.1183,162.357,0.56,3.6853,1788.63,6.15,,,,,,,7.2904,606.861,2.09,,,,,,,,,,12.139,2252.258,7.75,,,,,,,13.7595,1415.706,4.87,14.1548,2512.808,8.64,,,,14.8535,2232.167,7.68,,,,,,,,,,16.3692,190.258,0.65,,,,17.0177,5922.341,20.37,,,,,,,17.7368,1772.615,6.1,17.94,1015.829,3.49,,,,18.4128,1347.13,4.63,18.5512,334.712,1.15,18.6275,225.142,0.77,,,,,,,,,,,,,,,,,,,,,,20.8155,313.573,1.08,21.078,3937.153,13.54,,,,21.4207,159.014,0.55,,,,,,,21.6663,276.766,0.95,21.9784,107.28,0.37,22.3358,94.41,0.32,,,,,,,23.1387,118.711,0.41,23.2715,63.362,0.22,23.4306,81.114,0.28,,,,,,,23.727,91.154,0.31,,,,,,,24.041,138.321,0.48,,,,,,,,,,,,,,,,25.3903,201.821,0.69,,,,,,,,,,26.475,81.169,0.28,26.6105,137.966,0.47,26.7442,227.052,0.78,,,,,,,,,,,,,,,
w329,,3.0887,578.665,2.18,3.6908,2206.44,8.31,,,,,,,,,,,,,,,,,,,12.1258,523.439,1.97,,,,13.164,254.384,0.96,13.7584,1044.474,3.93,,,,,,,14.896,5725.349,21.55,,,,,,,,,,16.3645,118.976,0.45,,,,17.002,4443.248,16.73,,,,,,,17.7295,227.827,0.86,17.9276,582.506,2.19,,,,18.5405,327.652,1.23,18.6207,320.74,1.21,,,,,,,19.3306,101.946,0.38,,,,20.0178,223.794,0.84,,,,,,,,,,20.8587,1843.449,6.94,21.0933,5129.413,19.31,,,,21.4242,296.921,1.12,21.5903,71.026,0.27,21.6533,229.563,0.86,,,,21.9037,358.457,1.35,,,,,,,,,,23.123,610.501,2.3,23.2676,90.392,0.34,23.4275,113.634,0.43,23.6088,74.903,0.28,,,,,,,23.7198,150.954,0.57,,,,,,,,,,,,,,,,,,,,,,25.3873,89.093,0.34,,,,,,,,,,,,,26.6087,85.7,0.32,,,,,,,,,,,,,,,,,,
w330,,3.0613,281.367,1.4,3.6881,1660.975,8.25,,,,,,,,,,,,,,,,,,,12.1285,773.829,3.84,,,,,,,13.7499,561.364,2.79,,,,,,,14.8892,5091.308,25.27,,,,,,,,,,,,,,,,16.9779,2716.258,13.48,,,,,,,17.7307,421.412,2.09,17.9306,883.634,4.39,,,,18.537,279.034,1.39,18.6156,262.28,1.3,,,,,,,19.3273,129.342,0.64,,,,20.0117,170.701,0.85,,,,,,,20.5969,174.627,0.87,20.8427,1876.531,9.32,21.0409,2571.809,12.77,,,,21.4252,354.874,1.76,21.5863,100.504,0.5,21.6507,100.843,0.5,,,,21.8989,229.811,1.14,,,,,,,,,,23.1336,323.616,1.61,23.2682,164.422,0.82,23.4308,329.073,1.63,,,,,,,23.7266,236.886,1.18,,,,,,,23.9992,99.469,0.49,,,,,,,,,,,,,,,,25.3873,89.329,0.44,,,,25.9602,82.764,0.41,,,,,,,26.6094,76.105,0.38,,,,,,,,,,,,,,,,,,
121,,3.1596,1022.986,2.8,3.7144,1137.044,3.11,,,,,,,,,,,,,,,,,,,12.136,509.792,1.39,,,,13.1753,261.468,0.71,,,,,,,,,,14.772,3331.467,9.1,,,,,,,,,,16.3764,182.212,0.5,,,,17.0346,6892.299,18.83,,,,,,,17.7864,2875.998,7.86,17.9598,391.359,1.07,,,,18.3633,142.393,0.39,,,,,,,18.9463,255.805,0.7,,,,19.8643,14361.198,39.24,,,,,,,,,,,,,20.904,104.508,0.29,21.2909,120.759,0.33,,,,21.4291,139.068,0.38,21.5269,115.728,0.32,,,,21.6623,445.475,1.22,21.9129,437.124,1.19,,,,,,,,,,23.1124,210.584,0.58,,,,23.4311,119.689,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9704,644.963,1.76,,,,26.477,105.558,0.29,26.6129,180.889,0.49,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,12.1369,464.936,2.81,,,,13.1765,527.58,3.19,13.7614,583.418,3.53,,,,,,,14.8376,1076.116,6.51,,,,,,,,,,16.3726,135.825,0.82,,,,17.0006,4201.215,25.4,,,,,,,,,,17.9308,718.804,4.35,18.306,128.926,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7963,176.996,1.07,21.0986,5737.262,34.69,,,,,,,21.5225,163.475,0.99,,,,21.6639,248.209,1.5,21.9056,427.464,2.58,22.2326,293.669,1.78,22.6483,97.995,0.59,,,,23.1128,273.15,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9711,732.698,4.43,,,,,,,26.6187,549.873,3.32,,,,,,,,,,,,,,,,,,
131,,3.1391,927.466,4.85,3.6903,1287.518,6.73,,,,,,,,,,,,,,,,,,,12.1255,548.985,2.87,,,,,,,13.7519,778.592,4.07,14.1441,151.573,0.79,,,,14.8509,2254.016,11.78,,,,,,,,,,,,,,,,16.9485,1091.742,5.71,,,,,,,17.745,2392.607,12.5,17.9393,1094.026,5.72,,,,18.3957,935.105,4.89,18.6157,115.724,0.6,,,,,,,,,,,,,,,,,,,,,,,,,20.8206,744.274,3.89,21.2716,116.824,0.61,,,,21.4198,143.778,0.75,,,,,,,,,,21.8959,89.216,0.47,,,,,,,,,,23.14,189.63,0.99,23.2659,57.757,0.3,23.4272,159.595,0.83,,,,,,,,,,23.7263,116.315,0.61,,,,,,,,,,,,,,,,,,,,,,25.387,75.597,0.4,,,,25.9602,160.798,0.84,,,,26.4746,58.848,0.31,26.6093,152.136,0.8,26.7488,345.111,1.8,26.9071,148.925,0.78,,,,,,,,,,,,
132,,,,,3.6948,944.269,3.68,,,,,,,,,,,,,,,,,,,12.1329,1109.255,4.33,,,,13.1657,657.941,2.57,13.7531,807.619,3.15,,,,,,,14.8492,2294.53,8.95,,,,,,,,,,16.3666,196.408,0.77,,,,17.0122,5592.756,21.81,,,,,,,17.7309,248.111,0.97,17.9428,1718.468,6.7,,,,18.535,210.043,0.82,18.6147,154.816,0.6,,,,,,,,,,,,,,,,20.0229,138.801,0.54,,,,,,,20.8193,358.079,1.4,21.1144,7375.787,28.76,,,,21.4343,172.568,0.67,21.5169,188.22,0.73,,,,21.6644,305.002,1.19,21.9087,574.224,2.24,22.2357,193.371,0.75,,,,,,,23.1341,163.73,0.64,,,,23.428,131.129,0.51,,,,,,,23.7278,71.336,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9745,1276.036,4.98,26.3396,66.673,0.26,,,,26.6146,386.672,1.51,,,,,,,,,,,,,,,,,,
141,,,,,3.6856,3754.036,12.41,,,,,,,7.3012,674.304,2.23,9.9181,293.607,0.97,,,,,,,12.1299,1019.862,3.37,,,,,,,13.7481,247.971,0.82,,,,,,,14.8267,400.238,1.32,,,,,,,15.7953,649.961,2.15,16.3654,191.044,0.63,,,,16.9784,2650.865,8.76,,,,,,,17.8383,7297.314,24.12,17.946,419.844,1.39,,,,18.5448,342.156,1.13,18.6272,341.462,1.13,,,,18.8726,601.24,1.99,,,,,,,20.0138,135.467,0.45,,,,,,,20.5584,138.175,0.46,20.8065,142.871,0.47,21.196,100.127,0.33,21.309,1325.566,4.38,21.4498,177.317,0.59,21.5159,78.285,0.26,,,,21.7141,4170.171,13.78,21.9269,282.172,0.93,,,,22.6531,91.572,0.3,,,,,,,23.2703,94.535,0.31,23.437,405.265,1.34,,,,23.6521,161.334,0.53,23.7349,279.738,0.92,,,,,,,24.0035,197.779,0.65,,,,,,,,,,,,,,,,,,,,,,25.9627,221.854,0.73,,,,26.4767,268.162,0.89,26.6108,122.916,0.41,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,12.122,546.501,2.42,,,,,,,13.7484,729.979,3.23,,,,,,,14.7281,666.245,2.95,,,,,,,,,,16.3639,159.084,0.7,,,,16.9966,4292.028,19.01,,,,,,,,,,17.9349,254.516,1.13,,,,,,,,,,,,,,,,19.7825,7885.747,34.93,,,,,,,20.0597,1047.257,4.64,,,,,,,,,,21.0658,2870.647,12.72,,,,21.4641,1457.842,6.46,,,,,,,21.6759,409.695,1.81,21.9088,429.706,1.9,,,,,,,,,,,,,23.2666,70.885,0.31,,,,,,,,,,23.747,1035.403,4.59,,,,,,,,,,,,,,,,,,,25.0434,90.255,0.4,,,,,,,,,,25.9639,348.431,1.54,,,,,,,26.6111,280.577,1.24,,,,,,,,,,,,,,,,,,
177,,3.1575,364.072,1.79,,,,,,,,,,,,,,,,,,,,,,12.119,666.102,3.28,,,,13.1854,3094.079,15.25,13.7464,724.977,3.57,,,,,,,14.8343,1799.885,8.87,,,,15.3811,137.574,0.68,,,,16.3567,171.521,0.85,,,,17.0198,6574.377,32.39,,,,,,,,,,17.9226,546.542,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9071,101.843,0.5,21.0416,2387.52,11.76,,,,21.5159,619.743,3.05,,,,,,,21.6718,203.91,1,21.9057,539.668,2.66,22.2446,214.121,1.06,,,,,,,23.1089,500.198,2.46,23.2648,112.758,0.56,23.4929,94.511,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0606,103.639,0.51,,,,25.3836,77.399,0.38,,,,25.9608,441.791,2.18,,,,26.4762,136.802,0.67,26.6059,142.629,0.7,,,,,,,,,,,,,,,,,,
181,,3.1996,4013.794,13.84,3.6698,4640.29,16,,,,,,,7.3099,634.709,2.19,9.9174,293.353,1.01,11.6237,500.699,1.73,,,,12.1214,1047.029,3.61,,,,,,,13.7491,996.908,3.44,,,,,,,14.8229,706.323,2.44,,,,,,,15.7917,593.866,2.05,,,,,,,16.9604,1700.55,5.86,,,,,,,17.7807,3197.175,11.02,17.9357,205.747,0.71,,,,,,,18.551,726.751,2.51,18.631,578.279,1.99,18.8609,301.51,1.04,,,,,,,19.9371,140.317,0.48,20.0105,185.925,0.64,,,,,,,20.8144,229.689,0.79,21.1918,86.118,0.3,21.2899,648.167,2.23,21.4485,145.221,0.5,21.5164,73.333,0.25,,,,21.657,684.827,2.36,21.9061,191.299,0.66,22.3334,135.378,0.47,,,,,,,23.1118,576.882,1.99,,,,23.4306,152.653,0.53,,,,23.6519,170.29,0.59,23.7318,162.661,0.56,,,,,,,24.0393,303.658,1.05,,,,,,,,,,,,,,,,,,,,,,25.9649,580.257,2,,,,26.4959,101.36,0.35,26.6088,118.988,0.41,,,,,,,,,,,,,,,,,,
189,,3.0516,754.512,4.06,3.6837,1580.442,8.51,,,,,,,,,,,,,,,,,,,,,,,,,13.1547,168.245,0.91,13.7435,773.637,4.17,,,,,,,14.8318,1593.223,8.58,,,,,,,,,,16.3556,134.787,0.73,,,,17.0003,4987.985,26.87,,,,,,,17.7234,375.913,2.02,17.9225,340.578,1.83,,,,18.5242,144.652,0.78,18.6048,128.328,0.69,,,,,,,,,,,,,,,,,,,,,,,,,20.8123,466.822,2.51,21.0743,4244.043,22.86,,,,21.4419,111.583,0.6,,,,21.6519,269.743,1.45,,,,21.9068,536.798,2.89,,,,,,,,,,23.1099,478.054,2.58,,,,,,,,,,,,,,,,,,,,,,24.0343,163.374,0.88,,,,,,,,,,,,,,,,25.3852,191.805,1.03,,,,25.9623,616.81,3.32,,,,,,,26.6082,272.842,1.47,,,,,,,,,,,,,,,,,,
190,,3.2425,304.31,1.52,3.6748,3359.454,16.83,,,,,,,7.2891,605.935,3.04,9.908,269.343,1.35,,,,,,,12.1207,1077.184,5.4,,,,,,,13.7377,250.058,1.25,,,,,,,14.8438,2266.901,11.36,,,,,,,15.7715,285.779,1.43,,,,,,,16.9584,1943.918,9.74,,,,,,,17.7496,1597.903,8.01,17.9271,776.844,3.89,,,,18.5303,199.035,1,18.6088,151.86,0.76,,,,18.853,261.251,1.31,,,,,,,20.0085,125.341,0.63,,,,,,,,,,20.8193,882.718,4.42,21.2797,398.304,2,,,,21.439,138.081,0.69,,,,,,,21.6611,935.948,4.69,21.9034,189.564,0.95,,,,,,,,,,23.1156,685.723,3.44,23.2657,110.572,0.55,23.4271,149.802,0.75,,,,,,,,,,23.7246,81.857,0.41,,,,23.9979,55.584,0.28,,,,,,,,,,,,,,,,25.3861,93.717,0.47,,,,25.958,112.423,0.56,,,,,,,26.6076,129.592,0.65,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.163,266.344,1.12,13.7518,364.149,1.53,14.1176,2213.034,9.29,14.5086,148.988,0.63,,,,,,,,,,15.7813,379.123,1.59,,,,,,,16.9365,254.873,1.07,,,,,,,17.7364,1928.288,8.09,,,,,,,18.408,1319.628,5.54,,,,,,,18.884,574.59,2.41,,,,,,,,,,,,,,,,20.5716,188.258,0.79,,,,21.034,1521.061,6.39,,,,,,,,,,,,,21.7803,13048.754,54.78,,,,,,,,,,,,,23.1037,185.393,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9571,97.353,0.41,,,,26.5579,195.187,0.82,26.6151,414.883,1.74,26.752,517.156,2.17,26.9085,204.688,0.86,,,,,,,,,,,,
201,,3.1249,580.138,2.64,3.6689,2028.279,9.24,,,,,,,,,,,,,,,,,,,12.111,361.491,1.65,,,,,,,13.7394,785.957,3.58,,,,,,,14.858,3265.328,14.87,,,,,,,,,,,,,,,,16.9926,4273.656,19.47,,,,,,,17.7256,465.324,2.12,17.9258,256.325,1.17,,,,18.528,198.117,0.9,18.6076,160.535,0.73,,,,,,,19.321,82.74,0.38,,,,,,,,,,,,,20.6285,138.574,0.63,20.8376,1179.191,5.37,21.2789,306.987,1.4,,,,21.4398,187.746,0.86,,,,21.6552,151.194,0.69,,,,21.9028,349.171,1.59,,,,,,,,,,23.1085,598.792,2.73,23.2649,111.021,0.51,23.4248,89.599,0.41,,,,,,,,,,,,,,,,24.0347,72.717,0.33,,,,,,,,,,,,,,,,25.3891,345.767,1.57,,,,25.9625,382.58,1.74,,,,,,,26.6104,289.394,1.32,,,,,,,,,,,,,,,,,,
202,,3.1588,591.215,1.91,3.6917,3046.005,9.85,,,,,,,7.2987,534.824,1.73,,,,,,,,,,12.1434,2824.697,9.13,,,,,,,,,,,,,,,,14.8683,3475.613,11.23,,,,,,,15.7824,377.709,1.22,,,,,,,16.958,1396.917,4.52,,,,,,,17.8473,8107.122,26.2,17.9803,1758.11,5.68,,,,,,,18.5564,516.682,1.67,18.6368,488.483,1.58,18.8532,356.748,1.15,19.336,124.882,0.4,,,,20.0104,146.444,0.47,,,,,,,,,,20.8389,1786.126,5.77,,,,21.3039,1132.942,3.66,21.4346,358.203,1.16,21.5909,263.24,0.85,,,,,,,21.9001,81.094,0.26,,,,,,,,,,23.1323,144.974,0.47,23.2689,128.859,0.42,23.4388,690.748,2.23,,,,,,,23.7354,350.541,1.13,,,,23.8989,66.232,0.21,24.0052,316.508,1.02,,,,,,,,,,,,,,,,,,,,,,25.9643,359.149,1.16,,,,26.4751,113.645,0.37,26.6103,80.643,0.26,,,,,,,,,,,,,,,,,,
205,,3.2393,1055.939,2.76,3.6967,2172.391,5.68,,,,,,,,,,,,,,,,,,,12.1488,2566.353,6.71,,,,13.1704,714.876,1.87,13.7637,1499.555,3.92,,,,,,,14.8623,3127.426,8.17,,,,,,,,,,16.3732,280.064,0.73,,,,17.0621,10286.657,26.88,,,,,,,17.7397,359.154,0.94,17.9606,2432.908,6.36,,,,18.3289,113.225,0.3,18.6199,148.609,0.39,,,,19.0185,126.623,0.33,19.3355,100.55,0.26,,,,,,,,,,,,,,,,20.8628,1490.34,3.89,21.1144,6723.375,17.57,,,,21.4404,136.353,0.36,21.529,318.736,0.83,,,,21.6713,499.598,1.31,21.917,790.357,2.07,22.3452,83.542,0.22,,,,,,,23.1369,212.301,0.55,23.2704,106.219,0.28,23.4324,216.386,0.57,,,,,,,23.7336,172.36,0.45,,,,,,,24.0373,85.787,0.22,,,,,,,,,,,,,,,,25.3904,172.001,0.45,,,,25.974,1087.165,2.84,26.3407,63.871,0.17,26.4796,152.863,0.4,26.6188,623.466,1.63,26.7368,68.726,0.18,,,,,,,,,,,,,,,
208,,3.1595,786.088,4.7,3.6674,3514.869,21.03,,,,,,,7.2684,599.378,3.59,,,,11.5733,595.296,3.56,,,,12.1107,699.505,4.18,,,,,,,13.7332,182.146,1.09,,,,,,,14.8124,473.392,2.83,,,,,,,15.7624,466.669,2.79,,,,,,,16.973,114.437,0.68,,,,,,,17.7547,2091.571,12.51,,,,,,,18.5426,681.142,4.07,18.6187,465.071,2.78,,,,18.8389,180.829,1.08,,,,19.903,188.898,1.13,19.9973,133.625,0.8,,,,,,,,,,20.7913,117.959,0.71,21.293,1089.994,6.52,,,,21.4239,173.736,1.04,,,,21.6421,225.559,1.35,,,,,,,,,,,,,,,,23.1139,535.824,3.21,23.2625,61.11,0.37,23.4263,187.674,1.12,,,,23.6429,149.575,0.89,,,,23.725,135.104,0.81,,,,23.9951,82.543,0.49,,,,,,,,,,,,,,,,,,,,,,25.9566,110.228,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,3.083,236.458,1.99,3.6751,1240.79,10.43,,,,,,,,,,,,,,,,,,,12.1118,529.103,4.45,,,,,,,13.737,484.984,4.08,,,,,,,14.8312,1732.023,14.56,,,,,,,,,,,,,,,,16.9632,2328.739,19.58,,,,,,,,,,17.9118,280.792,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8116,782.623,6.58,21.0423,2454.217,20.64,,,,,,,,,,,,,,,,21.8933,198.96,1.67,,,,,,,,,,23.1167,570.9,4.8,,,,,,,23.6064,88.528,0.74,,,,,,,23.709,98.491,0.83,,,,24.0336,144.116,1.21,,,,,,,,,,,,,,,,25.3832,72.231,0.61,,,,,,,,,,,,,26.6058,109.804,0.92,,,,,,,,,,,,,,,,,,
218,,3.1587,546.567,2.47,3.6771,4116.564,18.63,,,,,,,7.3081,609.919,2.76,,,,11.6213,454.694,2.06,,,,12.1134,505.825,2.29,,,,,,,,,,,,,,,,14.8143,459.805,2.08,,,,,,,15.7945,856.625,3.88,,,,,,,16.934,285.097,1.29,,,,,,,17.7543,1977.28,8.95,,,,,,,18.5428,622.847,2.82,18.6187,394.174,1.78,,,,18.867,404.406,1.83,,,,19.9277,154.232,0.7,20.0042,203.029,0.92,,,,,,,20.5443,198.361,0.9,20.7936,144.897,0.66,,,,21.3058,1535.193,6.95,21.4685,232.164,1.05,,,,,,,21.7203,5458.353,24.7,,,,,,,,,,,,,23.1045,481.349,2.18,,,,23.4277,144.249,0.65,,,,23.6501,175.47,0.79,23.7279,148.333,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9589,259.87,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,3.158,375.778,1.9,3.6805,2749.415,13.92,,,,,,,,,,,,,,,,,,,12.1142,621.161,3.15,,,,,,,13.7347,192.624,0.98,,,,,,,14.8142,452.407,2.29,,,,,,,15.7847,652.993,3.31,,,,,,,16.9588,1850.574,9.37,,,,,,,17.745,1488.063,7.54,17.9282,165.713,0.84,,,,18.537,489.42,2.48,18.6167,396.206,2.01,,,,18.8623,312.163,1.58,,,,,,,20.0055,150.13,0.76,,,,,,,20.5455,166.607,0.84,20.7976,175.382,0.89,21.2867,660.688,3.35,,,,21.4604,227.971,1.15,,,,,,,21.7127,4889.877,24.76,21.9308,226.485,1.15,,,,,,,,,,23.1066,499.644,2.53,,,,23.4261,90.18,0.46,,,,23.6454,120.068,0.61,,,,23.7259,74.446,0.38,,,,,,,,,,,,,,,,,,,,,,25.384,98.942,0.5,,,,25.9586,279.765,1.42,,,,,,,26.6049,81.448,0.41,,,,,,,,,,,,,,,,,,
230,,,,,3.6834,3187.678,17.63,,,,,,,,,,,,,,,,,,,12.1135,433.337,2.4,,,,,,,13.7387,193.797,1.07,,,,,,,14.8187,513.475,2.84,,,,,,,15.811,1197.031,6.62,,,,,,,16.9417,707.113,3.91,,,,,,,17.7695,2727.547,15.08,17.9229,195.939,1.08,,,,18.5402,528.973,2.92,18.617,339.134,1.88,,,,18.8927,1322.852,7.31,,,,,,,19.9301,129.435,0.72,20.0083,223.184,1.23,,,,,,,20.8001,194.931,1.08,21.2967,1080.07,5.97,,,,21.4548,184.788,1.02,,,,,,,21.6658,1226.098,6.78,21.9079,159.678,0.88,,,,,,,,,,23.1077,535.586,2.96,,,,23.4254,79.769,0.44,,,,23.645,138.561,0.77,23.7268,99.258,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.958,159.751,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
